Country	Aroma	Flavor	Aftertaste	Acidity	Body	Balance	Uniformity	Clean.Cup	Sweetness	Cupper.Points
Taiwan	7.67	7.5	7.5	7.5	7.5	7.5	10	10	10	7.5
Taiwan	7.67	7.42	7.5	7.42	7.58	7.5	10	10	10	7.5
Taiwan	7.25	7.25	7	7.08	7	7	10	10	10	10
Taiwan	7.5	7.5	7.5	7.5	7.5	7.5	10	10	10	7.33
Taiwan	7.5	7.5	7.5	7.5	7.5	7.5	10	10	10	7.33
Taiwan	7	7.08	7	7.17	7	7	10	10	10	10
Taiwan	7.5	7.5	7.5	7.5	7.5	7.5	10	10	10	7.25
Taiwan	7.5	7.5	7.5	7.5	7.5	7.5	10	10	10	7.17
Taiwan	7.67	7.5	7.5	7.17	7.17	7.58	10	10	10	7.58
Taiwan	7.33	7.5	7.17	7.42	7.5	7.33	10	10	10	7.75
Taiwan	7.42	7.58	7.33	7.42	8	7.5	9.33	10	10	7.42
Taiwan	7.5	7.5	7.42	7.25	7.5	7.5	10	10	10	7.25
Taiwan	7.67	7.33	7.17	7.25	7.75	7.33	10	10	10	7.33
Taiwan	7.5	7.5	7.5	7.25	7.42	7.25	10	10	10	7.25
Taiwan	7.58	7.42	7.33	7.42	7.33	7.33	10	10	10	7.25
Taiwan	7.42	7.42	7.25	7.67	7.33	7.25	10	10	10	7.25
Taiwan	7.33	7.17	7.08	7.08	8.33	8.25	10	10	9.33	7
Taiwan	7.5	7.42	7.33	7.08	7.58	7.25	10	10	10	7.33
Taiwan	7.42	7.33	7.67	7.33	7.42	7.5	10	10	9.33	7.5
Taiwan	7.5	7.42	7.25	7.25	7.33	7.33	10	10	10	7.42
Taiwan	7.83	7.75	7.42	7.17	7.08	7.08	10	10	10	7.08
Taiwan	7.83	7.75	7.67	7.83	7.83	7.75	9.33	10	10	5.25
Taiwan	7.5	7.5	7.25	7.25	7.25	7.25	10	10	10	7.25
Taiwan	7.25	7.17	7.17	7.25	7.5	7.33	10	10	10	7.33
Taiwan	7.5	6.92	7.33	7.33	7.33	7.33	10	10	10	7.25
Taiwan	7.33	7.17	7.25	7.33	7.33	7.25	10	10	10	7.25
Taiwan	7.92	7.67	7.33	7.08	7.08	7.08	10	10	10	6.75
Taiwan	7.42	7.25	7.25	7.25	7.25	7.25	10	10	10	7.25
Taiwan	7.25	7.17	7.08	7.08	7.08	8.08	10	10	10	7.17
Taiwan	7.42	7.25	7.25	7.25	7.25	7.25	10	10	10	7.25
Taiwan	7.33	7.08	7.08	7.08	7.42	7.33	10	10	10	7.33
Taiwan	7.17	7.17	7.17	7.42	7.17	7.25	10	10	10	7.17
Taiwan	7.58	7.17	7.17	7.17	7.17	7.17	10	10	10	7
Taiwan	7.25	7.25	7.17	7.25	7.25	7.25	10	10	10	7
Taiwan	7.25	7.25	7.08	7.25	7.25	7.25	10	10	10	7
Taiwan	7.25	7.08	7.25	7.25	7.17	7.25	10	10	10	7
Taiwan	7.42	7.25	7.25	7.17	7	7	10	10	10	7
Taiwan	7.25	7.25	7.25	7.25	7.08	7	10	10	10	7
Taiwan	7.25	7.25	7.25	7	7.25	7.08	10	10	10	7
Taiwan	7.25	7.25	7.25	7.08	7.17	7.08	10	10	10	7
Taiwan	7.25	7.25	7.25	7	7.25	7	10	10	10	7
Taiwan	7.75	7.33	7.17	7.33	7.67	7.83	9.33	9.33	8.67	7.33
Taiwan	7.08	7.08	7.25	7	7.17	7.17	10	10	10	7
Taiwan	6.92	7	7.17	7	7.42	7	10	10	10	7
Taiwan	7.08	6.83	6.83	7.25	7.42	7.08	10	10	10	6.75
Taiwan	6.83	6.75	7.17	7.25	7	6.92	10	10	10	6.67
Taiwan	7.5	7.08	7.33	7.17	7.5	7.5	6.67	10	10	7.25
Taiwan	7.17	6.75	6.58	7.33	7.33	7.17	9.33	9.33	10	6.67
Tanzania, United Republic Of	8.42	8.17	8.17	8	7.58	8	10	10	10	8.17
Tanzania, United Republic Of	8	7.83	7.83	7.92	7.75	7.75	10	10	10	7.83
Tanzania, United Republic Of	7.83	7.67	7.75	7.83	7.67	7.67	10	10	10	7.83
Tanzania, United Republic Of	7.83	7.75	7.75	7.75	7.67	7.75	10	10	10	7.75
Tanzania, United Republic Of	7.92	7.75	7.75	7.75	7.75	7.58	10	10	10	7.67
Tanzania, United Republic Of	7.75	7.67	7.58	7.67	7.67	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.75	7.67	7.58	7.67	7.58	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.75	7.58	7.67	7.58	7.58	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.67	7.58	7.42	7.67	7.67	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.58	7.67	7.67	7.58	7.42	7.58	10	10	10	7.67
Tanzania, United Republic Of	7.58	7.5	7.58	7.75	7.58	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.67	7.5	7.33	7.25	7.58	7.75	10	10	10	7.75
Tanzania, United Republic Of	7.5	7.5	7.5	7.5	7.5	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.58	7.5	7.5	7.58	7.33	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.75	7.42	7.33	7.5	7.58	7.5	10	10	10	7.5
Tanzania, United Republic Of	7.67	7.42	7.33	7.58	7.5	7.5	10	10	10	7.5
Tanzania, United Republic Of	7.75	7	7.42	7.58	7.58	7.58	10	10	10	7.58
Tanzania, United Republic Of	7.67	7.25	7.42	7.42	7.67	7.42	10	10	10	7.58
Tanzania, United Republic Of	7.58	7.42	7.42	7.33	7.5	7.42	10	10	10	7.5
Tanzania, United Republic Of	7.42	7.42	7.42	7.5	7.5	7.33	10	10	10	7.58
Tanzania, United Republic Of	7.75	7.42	7.42	7.58	7.33	7.42	10	10	10	7.25
Tanzania, United Republic Of	7.42	7.33	7.42	7.42	7.5	7.58	10	10	10	7.42
Tanzania, United Republic Of	7.42	7.5	7.5	7.33	7.33	7.5	10	10	10	7.5
Tanzania, United Republic Of	7.67	7.33	7.33	7.42	7.42	7.42	10	10	10	7.42
Tanzania, United Republic Of	7.42	7.42	7.33	7.58	7.33	7.42	10	10	10	7.5
Tanzania, United Republic Of	7.33	7.33	7.33	7.42	7.5	7.58	10	10	10	7.42
Tanzania, United Republic Of	7.42	7.42	7.42	7.42	7.33	7.33	10	10	10	7.42
Tanzania, United Republic Of	7.17	7.33	7.33	7.42	7.5	7.33	10	10	10	7.58
Tanzania, United Republic Of	7.42	7.33	7.25	7.42	7.5	7.42	10	10	10	7.33
Tanzania, United Republic Of	7.33	7.33	7.5	7.25	7.42	7.33	10	10	10	7.5
Tanzania, United Republic Of	7.42	7.42	7.33	7.42	7.42	7.33	10	10	10	7.25
Tanzania, United Republic Of	7.33	7.17	7.17	7.5	7.25	7.42	10	10	10	7.42
Tanzania, United Republic Of	7.67	7.17	7.17	7.33	7.5	7.17	10	10	10	7.17
Tanzania, United Republic Of	7.58	7.17	7.17	7.33	7.33	7.25	10	10	10	7.33
Tanzania, United Republic Of	7.42	7.33	7.33	7.25	7.25	7.33	10	10	10	7.17
Tanzania, United Republic Of	7.33	7.33	7.08	7.42	7.17	7.33	10	10	10	7.33
Tanzania, United Republic Of	7.33	7.17	7.17	7.25	7.42	7.33	10	10	10	7.25
Tanzania, United Republic Of	7.25	7.08	7.08	7.33	7.33	7.25	10	10	10	7.25
Tanzania, United Republic Of	7.25	7.17	7	7.25	7.42	7.08	10	10	10	7.17
Tanzania, United Republic Of	7.25	7.17	7.25	7.25	7.25	7.08	10	10	10	7.08
Thailand	7.83	8.33	7.83	8.25	7.58	7.92	10	10	10	8.42
Thailand	7.75	7.75	7.75	7.75	8	7.75	10	10	10	8
Thailand	7.83	7.75	7.75	7.42	7.83	7.67	10	10	10	8
Thailand	7.92	8.17	8.17	8.42	8.08	8.17	8.67	8.67	9.33	8.42
Thailand	7.58	7.75	7.58	7.75	7.58	7.75	10	10	10	8
Thailand	7.67	7.75	7.5	7.67	7.67	7.83	10	10	10	7.83
Thailand	7.75	7.75	7.58	8	7.67	7.58	10	10	10	7.5
Thailand	7.5	7.83	7.58	7.58	7.75	7.83	10	10	10	7.75
Thailand	7.5	7.75	7.58	7.83	7.67	7.58	10	10	10	7.75
Thailand	7.5	7.58	7.75	7.5	7.75	7.67	10	10	10	7.67
Thailand	7.58	7.25	7.5	7.92	7.92	7.42	10	10	10	7.83
Thailand	7.67	7.58	7.58	7.75	7.42	7.67	10	10	10	7.5
Thailand	7.33	7.67	7.58	7.5	7.75	7.67	10	10	10	7.5
Thailand	7.5	7.25	7.42	7.75	8.17	7.5	10	10	10	7.42
Thailand	7.42	7.58	7.5	7.17	7.5	8	10	10	10	7.75
Thailand	7.42	7.5	7.5	7.67	7.58	7.5	10	10	10	7.5
Thailand	7.83	7.33	7.83	7.33	7.58	7.83	10	10	9.33	7.58
Thailand	7.75	7.33	7.42	7.67	7.42	7.5	10	10	10	7.5
Thailand	7.42	7.58	7.58	7.42	7.58	7.5	10	10	10	7.5
Thailand	7.5	7.83	7.5	7.75	7.33	7.42	9.33	10	10	7.83
Thailand	7.33	7.5	7.5	7.5	7.67	7.5	10	10	10	7.5
Thailand	7.42	7.42	7.17	7.75	7.25	7.67	10	10	10	7.5
Thailand	7.58	7.5	7.42	7.42	7.33	7.42	10	10	10	7.33
Thailand	7.08	7.33	7.58	7.58	7.17	7.5	10	10	10	7.33
Thailand	7.33	7.33	7.17	7.5	7.58	7.33	10	10	10	7.33
Thailand	6.83	7.42	7.42	7.17	7.5	7.42	10	10	10	7.42
Thailand	7.33	7.42	7.25	7.42	7.25	7.17	10	10	10	7.17
Thailand	7.67	7.58	7.33	7.33	7.17	7	10	10	10	6.83
Thailand	7.33	6.67	7.08	7.42	7.42	7.08	10	10	10	7
Thailand	7.25	7.08	6.92	7.5	7.08	6.92	10	10	10	7
Thailand	6.92	7.17	6.83	7.42	7.17	7.08	10	10	10	7.08
Thailand	7.17	7.17	7	7	7.25	6.92	10	10	10	7.17
Uganda	8.42	8.17	8.17	8.17	7.83	7.92	10	10	10	8.17
Uganda	8.08	8.08	7.83	7.92	8.08	7.92	10	10	10	8.08
Uganda	8.25	8	7.83	8.08	8	7.92	10	10	10	7.92
Uganda	8.17	8.17	7.92	8.08	7.83	7.75	10	10	10	8
Uganda	8.33	7.92	7.67	7.92	7.67	7.92	10	10	10	8.08
Uganda	8.08	8	7.83	7.67	8	7.83	10	10	10	8
Uganda	8.17	7.92	7.75	7.75	7.67	7.75	10	10	10	8
Uganda	7.75	7.92	7.67	7.67	8.25	7.75	10	10	10	7.83
Uganda	7.92	7.83	7.75	7.92	7.67	7.75	10	10	10	7.83
Uganda	7.92	7.75	7.67	7.75	7.83	7.75	10	10	10	7.83
Uganda	8.17	7.75	7.58	7.67	7.83	7.58	10	10	10	7.67
Uganda	7.83	7.75	7.5	7.83	7.83	7.75	10	10	10	7.67
Uganda	7.92	7.75	7.58	7.67	7.67	7.83	10	10	10	7.58
Uganda	8	7.92	7.58	7.75	7.33	7.5	10	10	10	7.67
Uganda	7.67	7.67	7.42	7.75	7.75	7.67	10	10	10	7.67
Uganda	7.58	7.75	7.33	7.75	7.67	7.58	10	10	10	7.75
Uganda	7.5	7.67	7.67	7.42	7.67	7.67	10	10	10	7.67
Uganda	8	7.67	7.5	7.42	7.33	7.58	10	10	10	7.67
Uganda	7.67	7.58	7.42	7.42	7.83	7.5	10	10	10	7.58
Uganda	7.67	7.67	7.5	7.58	7.42	7.5	10	10	10	7.67
Uganda	7.83	7.58	7.5	7.5	7.58	7.5	10	10	10	7.5
Uganda	8	7.5	7.5	7.58	7.33	7.42	10	10	10	7.58
Uganda	7.75	7.58	7.58	7.5	7.5	7.5	10	10	10	7.5
Uganda	7.67	7.5	7.33	7.67	7.5	7.5	10	10	10	7.5
Uganda	7.83	7.5	7.42	7.58	7.42	7.42	10	10	10	7.42
Uganda	7.33	6.92	7.17	7.33	7.42	7.42	10	10	10	7.42
United States (Hawaii)	8.33	8.42	8.08	8.25	8.25	8	10	10	10	8.58
United States (Hawaii)	8.08	8.17	8	7.92	7.92	7.83	10	10	10	8.33
United States (Hawaii)	8.25	8.42	8.08	7.75	7.67	7.83	10	10	10	8.25
United States (Hawaii)	8.33	8.17	7.75	8	7.75	7.83	10	10	10	8.17
United States (Hawaii)	7.83	8	7.92	7.75	8.08	8	10	10	10	8
United States (Hawaii)	7.92	7.92	7.75	7.92	7.75	7.92	10	10	10	8.25
United States (Hawaii)	7.58	7.83	7.83	7.92	7.83	8.17	10	10	10	7.92
United States (Hawaii)	8.08	8.17	7.92	8	8.08	8	9.33	9.33	10	8.17
United States (Hawaii)	7.5	7.92	8.25	7.83	7.92	7.75	10	10	10	7.92
United States (Hawaii)	7.75	7.92	7.75	7.75	8	8	10	10	10	7.83
United States (Hawaii)	7.67	7.75	7.75	7.75	7.83	8	10	10	10	8.08
United States (Hawaii)	7.92	7.92	7.5	7.83	7.5	7.92	10	10	10	7.83
United States (Hawaii)	7.33	7.92	7.92	7.92	7.92	8.08	10	10	9.33	7.83
United States (Hawaii)	7.83	7.75	7.83	7.83	7.42	8.08	9.33	10	10	8
United States (Hawaii)	7.25	7.42	7.67	7.58	7.83	8.25	10	10	10	7.75
United States (Hawaii)	7.83	7.67	7.75	7.67	7.58	7.5	10	10	10	7.75
United States (Hawaii)	7.75	8	7.92	8.08	7.75	8	9.33	9.33	9.33	8.17
United States (Hawaii)	7.5	7.67	7.58	7.92	7.58	7.67	10	10	10	7.58
United States (Hawaii)	7.42	7.75	7.67	7.58	7.67	7.67	10	10	10	7.67
United States (Hawaii)	7.5	7.92	7.42	7.67	7.83	7.58	10	10	10	7.5
United States (Hawaii)	7.83	7.58	7.83	7.67	7.92	8	9.33	10	9.33	7.83
United States (Hawaii)	7.92	7.5	7.58	7.83	7.67	7.67	9.33	10	10	7.83
United States (Hawaii)	8.08	7.83	7.83	7.75	7.67	7.58	9.33	10	9.33	7.92
United States (Hawaii)	7.58	7.67	7.58	7.5	7.83	7.67	10	10	10	7.5
United States (Hawaii)	7.58	7.75	7.83	8	8.08	7.67	9.33	10	9.33	7.67
United States (Hawaii)	7.5	7.5	7.58	7.42	7.92	7.67	10	10	10	7.58
United States (Hawaii)	7.33	7.75	7.58	7.33	7.83	7.67	10	10	10	7.58
United States (Hawaii)	7.83	7.83	7.33	7.17	7.75	7.67	10	10	10	7.5
United States (Hawaii)	7.67	7.58	7.5	7.67	7.92	8	9.33	9.33	10	8.08
United States (Hawaii)	7.33	7.58	7.58	7.92	7.67	7.58	10	10	10	7.42
United States (Hawaii)	7.83	7.83	7.67	7.83	7.92	7.83	9.33	9.33	9.33	8.08
United States (Hawaii)	7.5	7.58	7.42	7.58	7.58	7.67	10	10	10	7.67
United States (Hawaii)	7.5	7.5	7.5	7.42	7.67	7.83	10	10	10	7.5
United States (Hawaii)	7.67	7.58	7.42	7.83	7.33	7.5	10	10	10	7.42
United States (Hawaii)	7.58	7.83	7.75	7.75	7.42	8	9.33	9.33	10	7.75
United States (Hawaii)	7.25	7.75	7.5	7.83	7.67	7.67	9.33	10	10	7.75
United States (Hawaii)	7.75	7.67	7.5	7.83	7.17	7.42	10	10	10	7.42
United States (Hawaii)	7.83	7.67	7.5	7.67	7.5	7.58	10	10	9.33	7.58
United States (Hawaii)	7.33	7.42	7.33	7.75	7.42	7.67	10	10	10	7.58
United States (Hawaii)	7.33	7.42	7.5	7.67	7.5	7.42	10	10	10	7.42
United States (Hawaii)	7.25	7.58	7.58	7.25	7.5	7.42	10	10	10	7.5
United States (Hawaii)	7.33	7.5	7.33	7.58	7.08	7.83	10	10	10	7.42
United States (Hawaii)	7.83	7.83	7.83	8	7.83	7.83	10	6.67	10	8
United States (Hawaii)	7.25	7.58	7.83	7.67	7.75	7.75	9.33	9.33	10	7.33
United States (Hawaii)	7.42	7.33	7.33	7.33	7.17	7.83	10	10	10	7.25
United States (Hawaii)	7.33	7.33	7.33	7.5	7.5	7.83	9.33	10	10	7.33
United States (Hawaii)	7.83	7	7	7.58	7.58	7.5	10	10	10	6.92
United States (Hawaii)	7.25	7.75	7.67	7.67	7.42	7.67	8.67	9.33	10	7.75
United States (Hawaii)	7.42	7.42	7.25	7.58	6.92	7.17	10	10	10	7.33
United States (Hawaii)	7.42	7.08	7.17	7.17	7.58	7.25	10	10	10	7.25
United States (Hawaii)	7.42	7.33	7	7.25	7.33	7.5	10	10	10	7
United States (Hawaii)	7.08	7.33	7.17	7.25	7.33	7.67	10	10	10	6.92
United States (Hawaii)	7.42	7.58	7.5	7.92	7.83	7.83	8.67	8.67	9.33	7.83
United States (Hawaii)	7.42	7.33	7.33	7.58	7.58	7.42	8.67	10	10	7.17
United States (Hawaii)	7.17	7.5	6.92	7.33	7.67	7.33	9.33	10	10	7.08
United States (Hawaii)	7.5	7.08	7.67	7.67	7.42	7.58	9.33	9.33	9.33	7.33
United States (Hawaii)	7.58	7.5	7.33	7.33	7.67	7.33	9.33	9.33	9.33	7.42
United States (Hawaii)	7.5	7	7	6.92	7.33	7.17	10	10	10	7
United States (Hawaii)	7.5	7.42	7.58	7.42	7.5	7.58	8.67	8.67	10	7.58
United States (Hawaii)	7.58	7.08	6.83	7.17	7.5	7.17	9.33	10	10	7.17
United States (Hawaii)	7.5	6.92	6.92	7.25	7.58	7.42	9.33	9.33	9.33	7.17
United States (Hawaii)	7.92	6.83	7.08	7.42	6.75	7.33	8.67	9.33	10	7.25
United States (Hawaii)	7.5	7.75	7.58	7.83	7.92	7.92	7.33	8	8.67	7.83
United States (Hawaii)	7.5	7.5	7.33	7.58	7.5	7.42	8.67	8.67	8.67	7.42
United States (Hawaii)	7.42	7.33	7.33	7.5	7.67	7.75	8	8.67	9.33	7.25
United States (Hawaii)	7.58	7.33	7.5	7.42	7.5	7.33	8	8.67	9.33	7.33
United States (Hawaii)	7.58	7.67	7.58	7.67	7.42	7.42	9.33	9.33	6	7.58
United States (Hawaii)	7.08	6.92	6.83	6.67	7.58	7.42	8.67	9.33	10	6.75
United States (Hawaii)	7.25	7.08	6.83	7.17	7.33	6.83	8.67	8.67	9.33	7.08
United States (Hawaii)	7.5	7.33	7.33	7.58	7.67	7.25	8	8	8	7.5
United States (Hawaii)	7.5	7.25	7	7.25	7.42	7.33	8	8.67	6.67	7.33
United States (Hawaii)	7.17	7.17	7.17	7.58	7.67	6.92	9.33	6.67	6.67	7.33
United States (Hawaii)	6.92	6.92	6.92	7.5	7.58	7.17	6.67	6.67	9.33	6.92
United States (Puerto Rico)	7.83	7.83	7.83	7.67	8	8.17	9.33	9.33	10	7.75
United States (Puerto Rico)	7.67	7.5	7.67	7.83	7.75	7.83	10	10	9.33	7.42
United States (Puerto Rico)	7.67	7.75	7.67	7.58	7.58	7.67	6.67	10	10	8.5
United States (Puerto Rico)	7.42	7.08	6.75	7.33	7.33	6.92	10	9.33	10	6.92
Vietnam	7.58	7.42	7.08	7.33	7.58	8.58	10	10	10	7.58
Vietnam	7.75	7.67	7.58	7.58	7.42	7.67	9.33	10	10	8
Vietnam	7.67	7.33	7.17	7.58	8.08	7.42	10	10	10	7.67
Vietnam	7.25	7.58	7.5	7.42	7.75	7.42	10	10	10	7.92
Vietnam	7.67	8	7.17	7.08	7.67	7.08	10	10	10	7.42
Vietnam	7	7.08	7.33	7.5	7.5	7.33	10	10	10	8
Vietnam	7.42	7.25	7.25	7.58	7.42	7.33	8.67	10	10	7.25
Zambia	7.67	7.08	7.42	7.33	7.75	7.42	10	10	10	7.25
	6.75	6.75	6.42	6.83	7.58	7.5	10	10	10	7.25
